Response,Tweet
Positive,@ iamdiddy TODAY IS #nobitchassnessfriday GIVE A HATER A HUG!!!!! retweet   
Positive,"watch this, i likeee!   http://bit.ly/SzDVi"
Positive,@wetaworkshop where's your forum post for me to respond to?  URL...
Positive,Reminder: Watch Older Low Quality Youtube Videos in HQ ! How?... Just simply add &quot;&amp;fmt=18&quot; to the end of the video's URL 
Positive,Sam &amp; Dave Design is now on twitter 
Positive,#followfriday - I nominate my workmate @berwickbandit - because he can name all past &amp; present members of Bucks Fizz 
Positive,@adriannayj WATCH SEX DRIVE 
Positive,#dpcampswe09   http://twitpic.com/669nv
Positive,@kirstyrawrr haha they will be jealous forever! @andyclemmensen your the most jealous 
Positive,shares my Multiply site: http://daynasor.multiply.com 
Positive,@TomMughal Best be 
Positive,@aneelyn I'm exercising 
Positive,kings r yet to come. but yall ready know u gon b on my list!! 
Positive,On my way to the city for some lights and a room. I can make anything sound boring 
Positive,@georgiamarbles Your aprons are great!  
Positive,"15mins to knock off time! Yeah! I'm very excited for S.O.S. later! See ya guys, all those who are going to S.O.S. later! "
Positive,Watching  http://bit.ly/16Mm0H about #google #wave. Looks good. Now can I have nice android phone please? 
Positive,sat in 1st class having breakfast. hmm smoked salmon or full english ! there's just to much choice 
Positive,Off for some martial arts  xx
Positive,"My clock off? Local time is 5:44pm, fyi. "
Positive,Just arrived in Paris. ADORABLE hotel room. Surprise bouquet of flowers on the desk for me 
Positive,... and finally I have correct colors on my screen  Yeah
Positive,"@gawd0r Life and the changing ways you choose to respond to it, I guess "
Positive,gon have sum fun 2day bitches!!! dont worry min. i take lots of pics and photoshop u in2 them!!!  LMAO!
Positive,"@Coryishida bad, i woke up at 6 cuz i thought i overslept and i couldnt go back to sleep lol buti got a nap in later "
Positive,@velvet_grooves iPhone? Wait till ya get rdp/FTP on their and ya can fix client problems from the middle of a field 
Positive,@gellyfish 
Positive,http://bit.ly/XIRXU  Fancy having some fun in the UK sun this weekend? 
Positive,@Emily_Webgains you should try a pain-au-chocolat from @albionsoven it's almost the same size as a cow. Just ask the guys @stinkdigital 
Positive,@nzclothnappy heh no don't have the ingredients it sounds good though 
Positive,http://bit.ly/3j14q    found it on some dudes myspace. they hell outta time 
Positive,@donniewahlberg hii donnie hope your doing good love ya and cant wait till summer tour 
Positive,@Cezabel Welcome sis 
Positive,tonight was off the hook! another adventure to put in the books! love you baby b &amp; eddie pep 
Positive,TAFE was heaps good today 
Positive,Dapperen@jinormous yes it took a while to join but it's fun! By the way the wishes i get for the wish tree are hilarious 
Positive,"Ja ang?iem ir The Prodigy - Firestarter, tad latvie�iem - Zigm?ra Liepi?a - &quot;Es sak?ru ugunti?u&quot;  (copyrights: Keny)"
Positive,"@RooleyMoor but if someone told you there was sun, sea and surf there wouldn't you be a little intrigued? I would "
Positive,"@anthonyvoevodin Aaaaah  Well, I'll follow you and that'll sort it"
Positive,looking forward to sitting out in the garden for lunch at a friends house 
Positive,"@PaulaCoMayo that looks good, enjoy it   Don't forget to tune into the FA Cup tomorrow ;)"
Positive,@wnwek : Agreed. I have being doing too much mallu bashing with the brilliant @rakeshkrishnan. So I decided to give it a rest for a bit. 
Positive,@marianpatricia Thanks marian! 
Positive,@melodybell hahaha yes i know and i'd would be graduating with you but im next year  im quite nervous though haha :l. life  goes to fast!
Positive,is going to try to stay awake for david/ellen tonight 
Positive,@DanFYpuhpx Thanks for following 
Positive,@Pink This town is in love with you  Enjoy! See you soon 
Positive,"yeah, june come soon! Cant wait, cant wait! I hope i can pass everything happily "
Positive,@dabitch welcome to the team... lol 
Positive,Someone just jumped in the Maas  LOL - http://mobypicture.com/?zatoek
Positive,"@melanietaylor01 yeah, going to Newcastle  xx"
Positive,"@PsychicPeacock It is scone weather like, are you having them with cream and jam? I could do with some now like "
Positive,"Is going to Stone featherbrook tonight  Tis me friends bifday  Need u funky tie though.... hmmm, lets call the brother "
Positive,"shoot me up, Hoy!  mmmm drowsy pain drugs"
Positive,@PatuxentPirates I like PLSANR! I'm saying PLSANR=correct response (CR). 
Positive,"@DesertTwitch arm is fine.  No more physical therapy, unless you count bike riding "
Positive,has started his quest for world domination by studying how to use a microwave oven 
Positive,"@yelyahwilliams i've been readin' your LJ forever =] and i know you are really you, 'mrs. hayley timberlake' "
Positive,waiting for sam... see you tomorrow @Sarahhlouisee 
Positive,"@tangero super, aspon to uz nemusim pisat ja  doporucil by som tam este linknut toto http://is.gd/ITJ5"
Positive,@personified i hate when that happens 
Positive,at kenneth copeland tonight! sooo good!! 
Positive,"p.s. &quot;i LOVE youuuu, hyunjoong.  ?&quot;"
Positive,"Hi! I'm playing cards, are you? "
Positive,@obsalah wishing u the same.. Hope u r getting ready for tmw's trip 
Positive,TODAY IS #nobitchassnessfriday GIVE A HATER A HUG!!!!! retweet   
Positive,@Splend I know that one! Have a good Friday 
Positive,@georgesampson and on gmtv this morning. you are so sweet! i cant wait to see you on tour in glasgow hope your exams go well  x
Positive,In the studio being paid to write banging electro tunes. Sun is shining and my awesome wife is baking cookies. Some days just rock 
Positive,"Hottop is online in Austin, Texas and Looking for Friends, Fun &amp; Maybe more.  - http://bit.ly/JTg7D"
Positive,Hatching Pete on the 7th! Can't wait.. 
Positive,"@simonapps Everything takes time to load today, I could do the climb quicker "
Positive,@skrobertson Be Back In Fivee Maybe Ten 
Positive,"@Saracen5   Ok off to get a pool for the kids, gonna be a mental day!"
Positive,@stevegummer Amanda was deported from the West Bank last night and is coming to Parliament tonight for a pint 
Positive,just moved in..hello Twitter 
Positive,just had my first driving lesson woo! 
Positive,"Gloomy and raining in Ottawa, for third day running. Glad it is Friday "
Positive,Time and stress management .....No am not naming a book this is the training I attended this week 
Positive,"@Amanda_Holden good luck with the judging, love the way you appreciate each performance "
Positive,@shanedawson YAYAYYAYAYAY cant wait  better be good *shakes fist*
Positive,Morning everyone! I'm on E4 tonight at 10pm 
Positive,I like honest heart to heart conversations with you 
Positive,hi sarahhh  hope you found me already  xx
Positive,@EarthlingsBaby evening  I love ecomoon!
Positive,@SM0KEAL0T puff puff give my BROTHER   respect.
Positive,did you know...if you use double sided tape to place Neodymium Magnets underneath your car you'll hit every green light. 
Positive,I wanna watch the movie UP!  ... &amp; ... I wanna go to six flags!! Let's go yes?
Positive,says mandaluyong boni is already passable  http://plurk.com/p/wytnd
Positive,Not long till the lunchtime beer session begins 
Positive,"@AndyMacMusic see, told you your Thursdays were gonna improve. "
Positive,Friday Feeling!! Enjoying the sun!! 
Positive,@AlcoholicCheese its hot 
Positive,Night everyone and goodmorning when you wake up and reas this 
Positive,ONLY just woke up I was SOOO TIRED getting ready to hit the BUDE and see my gorgeous little boy  4 Hour Drive Not LOL laters potatas x
Positive,"@MKCComm Hello there MKC Communications, happy Friday. Thanks for following "
Positive,going to home....from work...without doing any work 
Positive,"@fabienthomas I bought it yesterday, so I guess I will see about that in the coming days! "
Positive,"@random_bloke I know,I don't usually do lie-ins. "
Positive,Julien is EPIC.  @sammie_doodle Oh noez! 0_o I hope it works soon!
Positive,@sofiagk Yeap! 
Positive,@sabbymcguire yupp. pink and sliver crystals just like Xiaxue's 
Positive,"@perky88 you're not an idiot, girl "
Positive,@lilacbutterfly ty for the follow hope you are well 
Positive,@minshdotnet one fish to go please 
Positive,"@PunkRockSonja Thanks for the tip - just added her. Had a look, and she seems even more awesome than I thought. "
Positive,@lilyna grocery shopping whilst hungry is a no no.  smoked salmon..even if im a vegetarian is yummy. no doubt about it! hope ur settled.
Positive,@Fearnecotton stay positive - at least its not a hold (head cold) or a  chold (chest cold)  
Positive,Finally home! Sooo thankful for my own bed. 
Positive,Couldn't think of a haiku for the Google Wave team so left it blank.  hope this doesn't effect my application 
Positive,"@narvylicious Yeah, I'm doing my mechdraw hw now. What time tomorrow? Bea has a game in Polo Club and I want to pass by. Hihi "
Positive,"@nessie_111 woohoo, good friday for you then "
Positive,Are You ready for 2 june holiday ? 
Positive,"@lmcnelly a better film? Even in two weeks?! Great art is never finished, it is abandoned. Know when to stop and lock "
Positive,"@FocusBlog I'm not cocksure, for sure. "
Positive,Power vote for @DavidArchie here! http://bit.ly/PmvRY He's on page 4 
Positive,"goodnight twitter world!! its been a day of highs and lows.. oh my. But anywho, GRATS MIM, twas a great episode "
Positive,"someday, when I become famous I'll be quoting lyrics of my own songs. "
Positive,@hisart76 Nothing soothes a smoker like a cloud of 2nd-hand smoke. 
Positive,"New rules say 1 #followfriday &quot;pimping&quot; per tweet. So this week I'm going for @beansbox , great Web design studio in HK "
Positive,"@Owais_Iqbal   www.angelafrance.com  &lt;&lt; alll about me  if you so should choose, to like to read about me.. "
Positive,"@paulocoelho Nice to know you, Sir. My friends are admiring you and your works. "
Positive,@snowydayinjuly thanks man!  should be out later today
Positive,"I am gone, have to go to my connect group!  Adios amigos, remember you were born to be a champion, so be &amp; act like one! "
Positive,Welcome baby Maybel  http://twitpic.com/669oz
Positive,lol... in that case.... every1 follow @Graciouskisay 
Positive,@IdolNews he could so do both! He'll be great either way 
Positive,Working on my tutorial and cooking food for Kyan and keeping an eye on him while he is playing 
Positive,@KimSherrell thanks kim so nice of you 
Positive,"That was fun.  Just got back from seeing the bands Krome &amp; Chasing Satellites at The Queen's Hotel. Tasty beverages, music n' dancing."
Positive,"At school i was getting people bags, turning them inside out then shoving all the stuff back in then zipping them back up "
Positive,@DENISE_RICHARDS pretty cool 
Positive,"@BbIDPA works in IE now, but gives straight lines instead of the route. I guess it's not how it's supposed to be "
Positive,going to cinda's sooonnnnnnn   
Positive,Oh how I loved the Extra intw!!! I &lt;3 em boys! 
Positive,Listening to Alexander Ryback's new album on MySpace: http://www.myspace.com/alexanderryback Quite enjoying it 
Positive,Last day of school! and discovered new favorite band 3 oh! 3 
Positive,Aww my little fella just told me he loves me - and then wiped his snotty nose all over my top! bless him 
Positive,"@0Kerttu0 I wouldnt have drunk wine anyway, so Im not to blame for ur hangover.I didnt see point in coming,coz I didnt have enough time "
Positive,@FillmoreRich3 @DEO415 @SimonaSpeaks @SamSneaker @ms211nla @OhSoSexy730 @msfamous @echohattix  What's goin' zone early AM crew? 
Positive,@brexians Oooh ! thx for the #followfriday ! 
Positive,"@rampok (Did they ever? I hope they don't  currently, moonlight is the only choice, and it doesn't support latest feature afaik."
Positive,LOL @ the guy at Darling Harbour today. And the poor kid who had to throw the things to him and missed almost every shot. Fun day 
Positive,haz got fired from her job. the funny thing is she works in her families pub. that's how amazingly cool she is 
Positive,Is it wrong to love your PC?    It's a precious thing.
Positive,"@MishonRatliff93 WOW dat must be fun -I love acting too, im just wating got a chance to do sumthing big- U a good actor too "
Positive,Off to home in about 20minutes.. Happy weekends. 
Positive,@icklemonkey Thanks  It may be hard to get into though :S
Positive,"@Nadia_Fly thats 2words of really, and thats obviously tired. keep cool. afta event,hv some rest then, miss "
Positive,"@Ceebzx done know ... there was a few funny parts, and nick was beeing a bit more happy !!! lol when joe was huging nick .... "
Positive,making you smile is the highlight of my day! 
Positive,I just got my @jonasbrothers tickets in the mail today!! im soo excited to be in the front row!! 
Positive,"Thrice roll the dice, eat some ice, look at the mice, comb the lice, cook some rice cause I'm nice "
Positive,"Wooooow, next Jonas Brothers webcast at at 5pm til 6pm, hopefully i wnt fall asleep   "
Positive,I'm in the rain. Thanks @taylorswift13. 
Positive,thankyou @vivala_hayley @Laurenn__Nicole @_Jayde_Jonas_ for keeping me awake all day. love you all so dearly much 
Positive,Eating a pop tart  x
Positive,@mcsteph94 awwwwwww! he's such a cutie! 
Positive,"&quot;Up&quot; was the first truly great narrative of 2009! Star Trek was fun, but Up grabbed the heart strings and didn't let go until the end  #up"
Positive,"*runs off to try it*   ....... Night Y'all, sweetest dreams to you.  (yeah, YOU)"
Positive,@Neptune62 make mine a large one!  
Positive,never knew places in england were this lovely 
Positive,1 2 3 4 - Plain White T's   Just love this song 
Positive,"@artfanatic411 Now that's an idea, never thought about that. Thanks "
Positive,@Dorkus_ voted for both 
Positive,@raytoro lol it's good to hear your voice xp Omg so happy for Gee &amp; lynZ you're like Uncle Ray now 
Positive,Trying a hard-case for blackberry. Hm..this is nice. 
Positive,"Hey @DavidArchie, We miss you here in the Philippines. BADLY! hahaha, do you have any message to your fans here? Are you coming back? "
Positive,awesooooome weather 
Positive,@allyOliverio lmao you're a typical italain  Bring me sooooome!
Positive,Hotel rooms got a telly in the bathroom 
Positive,@nothingelseis whats with the one liners? your the lover of words! justify your #followfriday  sweep us off our feet with your talent 
Positive,@RightAsRain Love your shop on Etsy...lots of great products in there!  
Positive,@shaundiviney@shaunjumpnow whoa... disturbing stuff 
Positive,"@DerBart right now they have &quot;Lanc�me Men 2 in 1 set - Age Fight!&quot;, sounds like the perfect thing for you   http://tinyurl.com/7z6mqh"
Positive,"Been out in the garden killing weeds, really hot! Going for a blast on the bike now  "
Positive,"Is off work sick, but had a facebook message this morning and is a lot happier now "
Positive,@Kanaweira it's my mission on life but it's sweet to get on my last day on job  is a sign? spooooook
Positive,@romannsjr I'm blushing. OK RUNNING not walking to it now. 
Positive,@AmandaON1063 lol dont be JEALOUS amanda...you're MY morning glory 
Positive,Wckdcll .. Well I aint talkin to anyone now im busy finish the bathroom 
Positive,has a @topherrpop at my house  @vajayjay @liamsp @alexthemagix be jealous 
Positive,@StephanieOlsen @aemm2005 Yayayayay! Excited for tonight!!! See you girls soon! 
Positive,twitter twitter twitter twitter on the beach 
Positive,@MTVDanceOff who's this? thanks for following tho...lol 
Positive,"1,2,3,4 - Plain white T's "
Positive,@_MikeNewton_ sounds like fun  watch out for bears and other wild life though ha
Positive,@saschasegan You tell us. You're the expert! 
Positive,@lovebscott b.scott you look amazing in your background picture! hope everythings going great with you 
Positive,@yonaa I'm on bus now. He lives in that bus. Depends 
Positive,@SeeLineWoman  thanks for the #ff
Positive,Mourning tweeps jus woke up 2 hear some good news!! Unemployment will b workin 4 me afterall! Yayy! Can't wait til I get a job! 
Positive,Just purchased my first stocks!  yay
Positive,Just landed back on Earth ;) Recovering from his meeting with JMJ 
Positive,@maryviolet i think she should of  have you had an icce cream ???
Positive,Getting Saffron's phone 2day  &amp; going to see star tek
Positive,@loumongello OMG this video was awesome-the quality was amazing and it was so entertaining-&quot;you can't touch this &quot; video thanks lou 
Positive,@lionundlamb read the twiligt series once more  thats what i do if I'm bored. or read 'Der Geschmack Von Apfelkernen'  that rockz!
Positive,"With @hoppipoppi  done 2 hours of revision, ice creams and music hunting in the sun."
Positive,"AH, Friday. now to finish off this 2 day work week.  #FB"
Positive,@JessicaP11 Thanks for posting about my Bubble Bobble coasters! 
Positive,@egillhardar Congrats on your new job  Good luck!
Positive,#FF @lizzs_lockeroom because she is beautiful &amp; knows her sports! 
Positive,Will be going to Malacca for wedding tomorrow in a blue car 
Positive,@maggysunshine thanks! 
Positive,I am ready for this weekend to get started. Ft Myers here we come  I got jipped out of my whole holiday weekend last week due to work�
Positive,150 songs were just deleted from my ipod 
Positive,@AlexKNelson thanks Alex! Have a wonderful Friday 
Positive,@ReeseMarcelle Oh!!! How cute! LOL Thank you Reese! Now I feel cool 
Positive,"just got back home from lunch, really enjoyed it "
Positive,@mrallenakaneo Morning    how the family?
Positive,@MollieOfficial yay! congrats 
Positive,@michelliekins OMG! YOU ARE SO PRECIOUS AND LOOK GREAT!! not that you didn't look great with braces haha. WE MUUUSSSTT HANG OUT SOON!! 
Positive,"Welcome back, SUNSHINE "
Positive,@trexsandwich that is sort of crazy 
Positive,"@ddlovato AAAH , YOU ROCK GIRL ! I'll be there for you always "
Positive,studying for my final and so excited for a weekend full of baseball in Austin! 
Positive,I thot fiction writing only had the one space too.  @LorelieBrown ...twitter and fiction...keep dropping one of the spaces after periods.
Positive,@mrstephens85 qoodmorninq 
Positive,@bettyc912 yeah it's good that he has you. 
Positive,the only reason why i rolled out of bead todayy....last friday of high school. 
Positive,Playin hookey!  Gonna get a jumpstart on my project for class though...
Positive,@carlo4twenty4 see your next tweet in 6 months. glad to know you are alive. 
Positive,#must_follow @java4two because she's a great friend that see's the good in everyone 
Positive,"@mattlaw hang in there sweetie....we might just pull through all this. chin up, stay positive, and feet to pavement "
Positive,just joined twitter !! 
Positive,@DestinyHope92 tehee yeaah 
Positive,"@gillalexander laffing hard here, cant beat cillit bang "
Positive,@AlanDavidson Thanks for the FF mention. 
Positive,@SPNobsessed31 g'mornin' 
Positive,"Looking for anyone doing GD to help me with a logo design, pronto! Huge meal as a reward. "
Positive,"@verwon You see, this is exactly why we have no trust in our relationship.  It's because we don't have a relationship. "
Positive,@micoroan25 hey cuz! belated happy birthday 
Positive,kevin syens can suck itt 
Positive,@ghengis317 yay for good night sleep and date  i had none of those but i still slept pretty well :p
Positive,@tishgrier thanks.  surely two finger crossings are better than one! 
Positive,sister comes today!!! so excited and later picking up cap and gown for graduation on monday 
Positive,Happy Birthday Lex!  I love you! (no romo) 
Positive,@DJTygerLilly technically 130p but come anytime  got office to my lonesome
Positive,Getting ready to go see Disney's &quot;Up&quot; at the theater today with the kiddos!  Yay for Friday.  
Positive,Packing 
Positive,Don't tell anyone but I secretly love @paigehopelaugh and @lauraclowson and I can't wait to see them 
Positive,@khani Yep. I think the world is a safer place now Or more organized in crazyness. Now people will be seeking U out COZ you're crazy 
Positive,surtei horrores ontem. o show foi liiiindo! thank you guys 
Positive,@therealsim_o Thanks. I was rather pleased with that turn of phrase myself 
Positive,Bubbly - Jason Mraz....song of the day for me  totally loving havin 25 degree and the SUN in GLASGOW 
Positive,@theadocia ... I think the answer to #1 is the fact that people have loosen up a bit (along with their shirts!).     Happy Friday!
Positive,@ms_miko We don't want you here.  I have no tips.  j/k
Positive,"@libbytalks: #followfriday @PITCHERPARK for insightful Tweets, great cause, day-maker, caring friend.  Thanks so much Libby! "
Positive,Feel like summer Santa claus-- gift giving everywhere 
Positive,"gotta pack up... move to my moms this weekend, then the big move next weekend.  (8 days)"
Positive,@skesse What the what?!  I think that's supposed to be my line... 
Positive,@bravenewlady Note taken...and we're following!    Thanks for the heads up...keep spreading the BU love!
Positive,@JessiO I ended up not being able to go to see @altgeldshrugged last night...sounds like it was crazy though - any funny stories? 
Positive,listening to &quot;the bad touch&quot;. 
Positive,@eSsrbLc yaaay FREEDOM 
Positive,interview went well  ... kinda hopefull
Positive,@JonathanRKnight OMG LMAOOOOOO!!!!!!  U are too funny Mister!! 
Positive,"Today, I am a sewing genius! "
Positive,@LeilaSamoodi thank you 
Positive,@trent_reznor Thanks again for everything you are doing.  I'll be seeing you in the home of the PENS 
Positive,@kimidreams just remember us little people when you're rich and famous 
Positive,@renelannte mousesports.com Holy Grail? Hm? 
Positive,"@El_Smacky It's a quote from Gilbert &amp; Sullivan's &quot;The Mikado.&quot; It's also quite, quite accurate. "
Positive,@paparazziprncss Just makin sure 
Positive,@rainbowlooove miss yu!! 
Positive,@loovely831 morning 
Positive,http://www.computerhope.com/issues/chspace.htm Never knew there was a nibble.... 
Positive,@khani Exactly. I will too. Or say I am. Anyway. Let the fine print be fine 
Positive,Going to the mall + movie with good friends. 
Positive,"in watford,waiting for friends  going to get a starbucks while i wait "
Positive,hmm. weekend getaway with my family!! whee!! 
Positive,"@CourierSport Bet on the Final, Get �25 cashback if your bet loses  http://tinyurl.com/qhoq8j"
Positive,@meghan_e LOL! That's awesome! Thank you 
Positive,Funny day today  got rubbed with grass by a girlfriend of mine and after that we had a water fight 
Positive,@e3expo please can you report back on the AVP3 game by sega as i heard it will be shown at E3 its one game im really looking fwd to 
Positive,@MrBillyBones Pls let me know if there's a website for ordering. I would be happy to promote the hell out of em. 
Positive,@DAiSYSanddots Oh no -- my condolences!!  
Positive,follow friday @redta @StanSmithCIA @sarahdiddle @SpitfireJon @ponet #follow friday funny ppl except 4 me :'( but i find funny stuff&amp; post 
Positive,@AshenDestiny Just had a look at ur updates..quite thoughtful ones.. 
Positive,@darraghdoyle The deal is if we hit the target you jump without the chute right ?  
Positive,@Nupe4BX lol me too..but im jus going with the flow 
Positive,Perfect perfect perfect day!!!!! 
Positive,@Ama21 faithful which isnt a problem 
Positive,@pablowapsi The Little Mermaid 
Positive,@cosita things are pretty good. Hopefully getting better soon  Are you planning a relaxing week end or are you still absorbed w/stuff?
Positive,@MissKeriBaby Pay attention to your dreams - God's angels often speak directly to our hearts when we are asleep.. 
Positive,About to go outside and work. Excited for going to the movies later with John 
Positive,Im watching TERMINATOR tommorow 
Positive,@LaughterAndJoy &lt;blush&gt; 
Positive,@MollieOfficial lmao  glasgow is gonna be so good! only 4 days to wait!!
Positive,Good Morning! Going to get these roots done - can't go into labor with bad hair! lol 
Positive,TGIF   Hope everyone has a fabulous weekend 
Positive,@DrRez Thanks for the followfriday! 
Positive,"@Penny_Lope YOU SUCK!!!! lol Have a great time babe, give Jensen a squeeze from me  xx"
Positive,Pepsi Throwback and Mountain Dew Throwback are NEW drinks without the HIGH FRUCTOSE CORN SYRUP... It's the way it should taste! 
Positive,"Sobuki knows it's bad form for DJ to dance to their own music, but she can't help it; she really can't!!!  ? http://blip.fm/~798q6"
Positive,@ecotricity - planet powa! the world record with greenbird- its awesum to watch          http://bit.ly/sFvBA
Positive,Party tonight  shake it ....
Positive,I just got my nose pierced!! I love it  And the sunshine makes me very happy today *smiles*
Positive,"Gooooooooooodmorning! The sun is up and shining. It's a beautiful day. Just right for graduation, thank God! "
Positive,@murz13 Thanks for that. 
Positive,@nerdboner sure! I have plenty to share!!!! 
Positive,goooood morning!  time for work...ugh...TGIF!!!!! 
Positive,...its Friday! &amp; another relaxing weekend at home is looking mighty goood! 
Positive,"In Love..can't wait to run my hands all over your body, and kiss every inch of every part that I missed this week  xoxo See you soon!"
Positive,"had a lovely afternoon picnicing, playing frisbee, and revising in the sun "
Positive,"Just drunk a coffe,but I'm still sleeping lol...now drink a fresh lemonade and eat some marshmallows mmm...then study guitar! "
Positive,@ashleyraebby it's just an awards show. That takes place in Oberhausen. 
Positive,@allisonpeltz haha  I can't help it!
Positive,@JohnLloydTaylor have fun 
Positive,@beauche  you are so funny.
Positive,"@The_Gary_Show Ha! We got Garibaldi's, Bourbons and Cookies, take your pick Sir Gary!  TFF5 is going be d'bomb! "
Positive,NP  @feblub  #followfriday
Positive,"@taluta Aw wow, sounds amazing . My mate really loves Arcade games, I would have loved to been around when there was the Arcade craze "
Positive,Seeing Up today. 
Positive,@qclindalou good morning  my eyeballs hurt...i should've listened to you!
Positive,@Switch42 @mishacollins My current fave is Burt's Bees - I love the minty tingle + it's all natural.  #mishaneedschapstick
Positive,@steelegti If you mainline it then you won't taste it.  That's why I'd never mainline beer. 
Positive,breakfast in bed on my day off? Excellent idea 
Positive,@googoodolls omg that is hilarious.  thanks for making my day 
Positive,On way home blasting mcfly in the back of the car in the sun good times 
Positive,@Amanda_Holden Just looked on web to see if you own a motorbike!!. Only reference was to a PILLION RIDE for �10!!!! love it!!  xxx
Positive,@latinprince whats good homie!! ill be there in 2-3 weeks 
Positive,JJ Cale &amp; Eric Clapton � Ride The River Hello @Diordan  .....thank you @RightNowRadio ? http://blip.fm/~798qh
Positive,"i'm so happy that my boyfriend, @baugli, has a twitter account already, follow him too "
Positive,"Getting donuts because it is Friday  Oh, and the movie Up is out today!"
Positive,@Eminem The best singer  We love you
Positive,http://twitpic.com/66ljh - me and my sister at eco park  wee. boat ride was funn 
Positive,"@hopefulauthor Hi Jacqueline, thanks for the #followfriday "
Positive,"@1capplegate  Fine thanks, and you???  "
Positive,"&quot;Awesome&quot; night last night. Tried absinthe, hahah. Lovelovelove my friends. Megan is coming today! "
Positive,"it's for the All Children's telethon, so there IS a reason. "
Positive,@stephlalexander You mean Kelly Cartman? lol She got faaaaaaat. But who am I to talk about being a fatty fat fatty? 
Positive,my friends are missing..hey guys where are u...i miss you all..im stock here..middle of mountain and sea 
Positive,is back from the theater. A Night at the Museum 2 was hilarious. loved it.  http://plurk.com/p/x0vzs
Positive,@SEGA Did my direct message test get to you? 
Positive,Nearly time to pick up Lysann and go for Thai! 
Positive,@aubreyoday almost famous is one of my fav's too .. i see u got quotes up from the movie  oxox
Positive,@Seefilmfirst I love film and i twitter! off to see the hangover on the monday...will review it after 
Positive,Thanks for #followfriday   @GfWarrior @AuthorofPatches @MKRob @RemieJames
Positive,@rapidbi #followsabbath because he sends out cool stuff..hurry before Sundown!!  
Positive,@BenTheCook Thanks for explaining.  I couldn't figure out what you were talking about. 
Positive,@JHAZEBeats Good look! Ty Woods is dope I'm listening now 
Positive,"@edwardbeaman Congrats, Edward!  Any tips to share with this newbie blogger? "
Positive,@BloggerinChief1 lol so very true!  Hope you have a wonderful sunny weekend 
Positive,Playing 'Restaurant City' on Facebook. 
Positive,@mr_craig Thanks   Bless! Enjoy the innocence. The nephew in question is 18. He's one of the younger nephews (4 more + 4 nieces). I'm OLD
Positive,"@MasterCardNews Bet on the Final, Get �25 cashback if your bet loses  http://tinyurl.com/qhoq8j"
Positive,"says haha. parang wla ako sa work. ang inaatupag ko? facebook,ym and plurk. haha. bad.  http://plurk.com/p/x0w0x"
Positive,@cc_chapman Re your retweet about who 2 follow that's doing great things w/video for #followfriday ... @loubortone of course 
Positive,is on her way to the convention. Took a charter bus! 
Positive,"@amitgarg lol... I did the disappearing trick, tomorrow is going to be a fun if taxing day "
Positive,@bxbeautie Good glad 2 hear it 
Positive,What Beautiful Friday!! Happy Friday Yall! 
Positive,@heartlook HI!  Very welcome!! 
Positive,remembering when he was 16 and someone stole his RayBans from his car.  Jokes on them... they're fashion disasters now.  
Positive,@tessalouise7 p.s so excited about next weekend! metrossssss! we can hit the d floor 
Positive,daylight to break- switchfoot 
Positive,@lpm962 Righto 
Positive,@westleyl Off to buy some quality black pudding 
Positive,@teaforlife You're more than welcome!  
Positive,It feels great to wake up in the morning and have nothing to do 
Positive,"TGIF maybe I can get some sleep in tonight, another busy busy wkend ahead...lil sis graduating HS "
Positive,@stormmmo you shush. if i wanna paint my nails 6 times a day.. ill do it. 
Positive,"Schoolioo, Easy Day. Star Trek &amp; Mall w/ Allison tonight "
Positive,@EstrellaBella10 Looks like someone read the handbook of &quot;How to get on the good side of new co-workers&quot; #brownies 
Positive,KAJ??? I ve loved you all my life!!!  
Positive,finally weekend! 
Positive,@SteviBianca keep quoting Soulja Boy and i WILL block u. Happy Friday 
Positive,"zomg, my previous tweet was my 101th!  movie screening at home starting soon, "
Positive,I saw @paigejavier at Mary Grace! 
Positive,1 thing I like about the subway: randomly meeting someone I hadn't seen in 2+ yrs!  Love weird coincidences!
Positive,@GillDeCosemo Thank you for the follow friday 
Positive,and this  http://bit.ly/19bJGz
Positive,@ItsJustDi 
Positive,Holy Only 12 fucking days till i see callum 
Positive,@sonnycentral Thank you! I did  Have a great day!
Positive,@JonathanRKnight You have the same sense of humor as one of my friends...LOVE IT! 
Positive,I'm eating cheezits...with TWO flavors!  sharp cheddar &amp; parmesan. :-D
Positive,TGIF snitches!!....kids acting chill...its payday...keyshia/keri concert tonight..doubled up on excedrin. today is gonna be a good day! 
Positive,Going to class till noon.....Jammin out to the radio!! 
Positive,#followfriday because he is as sick in the head as I am (and was whining he does not get tagged on fridays) @antonstrout 
Positive,watchin Espn's First Take! my favorite mornin show! lol Skip is great tv! fyi Im a Witness! 
Positive,is showering.  Then off to Robinson for a little shopping. 
Positive,"Muhaha! ThankGoodness I missed RMCAAT2009 last date. RMCAAT is on 29th June, and I have exam of Principles of Mgmt. tht day. 1000Rs saved "
Positive,Good morning people of twitter. TGIFriday! Thats wassssup! Today is going to be a hellofagood day! 
Positive,Just sitting in the garden leting the sun do its job 
Positive,in tampa... going to see him 
Positive,Looking forward to a mini-break in Isle of Wight with friends this weekend. The weather - sun and more sun... 
Positive,GRINGO STAR tonight. Southern garage.  http://www.facebook.com/inbox/?ref=mb#/event.php?eid=80320708536
